Year,Semester,Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
2019,Summer,NR,14671,ARTS,1030,1,T,4,DIGITAL FILMMAKING,MTRF,10:30 am-12:35 pm,19,16,3,0,0,0,0,0,0,Elizabeth Press (P),05/20-06/28,WEST 214,
2019,Summer,NR,14544,ARTS,1050,1,T,4,ART HISTORY: PALEOLITHIC TO CONTEMPORARY,TF,04:00 pm-06:05 pm,60,45,15,0,0,0,0,0,0,Jefferson Wille Kielwagen (P),05/20-08/16,LOW 4050,Communication Intensive
2019,Summer,NR,14660,ARTS,2961,1,T,4,COLLABORATIVE THEATRE PROJECT,MTR,04:00 pm-06:50 pm,19,6,13,0,0,0,0,0,0,Matthew Brennan O'Hare (P),05/20-06/28,WEST 326,
2019,Summer,NR,14695,ARTS,2962,1,T,1,PRIVATE MUSIC LESSON: VIOLIN,,TBA,12,2,10,0,0,0,0,0,0,"Aleksandra Labinska (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14696,ARTS,2962,2,T,1,PRIVATE MUSIC LESSONS: VIOLA,,TBA,12,0,12,0,0,0,0,0,0,"Aleksandra Labinska (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14697,ARTS,2962,3,T,1,PRIVATE MUSIC LESSONS: CELLO,,TBA,12,2,10,0,0,0,0,0,0,"Margaret Conley Harwood (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,C,14698,ARTS,2962,4,T,1,PRIVATE MUSIC LESSONS: BASS,,TBA,0,0,0,0,0,0,0,0,0,"Patrick O'Connell (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14699,ARTS,2962,5,T,1,PRIVATE MUSIC LESSONS: FLUTE,,TBA,12,0,12,0,0,0,0,0,0,"Thomas J. Gerbino (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14700,ARTS,2962,6,T,1,PRIVATE MUSIC LESSONS: OBOE,,TBA,12,0,12,0,0,0,0,0,0,"Thomas J. Gerbino (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14701,ARTS,2962,7,T,1,PRIVATE MUSIC LESSONS:CLARINET,,TBA,12,1,11,0,0,0,0,0,0,"Thomas J. Gerbino (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14702,ARTS,2962,8,T,1,PRIVATE MUSIC LESSONS: BASSOON,,TBA,12,0,12,0,0,0,0,0,0,Michael L. Century (P),05/20-08/16,TBA,
2019,Summer,NR,14703,ARTS,2962,9,T,1,PRIVATE MUSIC LESSONS: SAX,,TBA,12,1,11,0,0,0,0,0,0,"Thomas J. Gerbino (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14705,ARTS,2962,11,T,1,PRIVATE MUSIC LESSONS:FR HORN,,TBA,12,0,12,0,0,0,0,0,0,Michael L. Century (P),05/20-08/16,TBA,
2019,Summer,NR,14706,ARTS,2962,12,T,1,PRIVATE MUSIC LESSONS:TROMBONE,,TBA,12,0,12,0,0,0,0,0,0,Michael L. Century (P),05/20-08/16,TBA,
2019,Summer,NR,14707,ARTS,2962,13,T,1,PRIVATE MUSIC LESSONS: TUBA,,TBA,12,0,12,0,0,0,0,0,0,"Andrew Brian Larson (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14708,ARTS,2962,14,T,1,PRIVATE MUSIC LESSONS: PIANO,,TBA,10,0,10,0,0,0,0,0,0,"Julia Anne Kitty Isabelle Den Boer (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14709,ARTS,2962,15,T,1,PRIVATE MUSIC LESSONS: HARP,,TBA,12,1,11,0,0,0,0,0,0,"Karlinda D. Caldicott (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14710,ARTS,2962,16,T,1,PRIVATE MUSIC LESSONS:PERCUSS.,,TBA,12,1,11,0,0,0,0,0,0,"Graeme S. Francis (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14711,ARTS,2962,17,T,1,PRIVATE MUSIC LESSONS: VOICE,,TBA,12,3,9,0,0,0,0,0,0,"Elissa Marie Harrigan (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14713,ARTS,2962,19,T,1,PRIVATE MUSIC LESSONS: TRUMPET,,TBA,12,0,12,0,0,0,0,0,0,"Omar Williams (P), Michael L. Century",05/20-08/16,TBA,
2019,Summer,NR,14694,ARTS,2963,1,T,4,PERFORMANCE ART,MR,04:00 pm-06:05 pm,16,4,12,0,0,0,0,0,0,Jefferson Wille Kielwagen (P),05/20-08/16,VORHES SO,
2019,Summer,NR,14757,ARTS,2964,1,T,4,SCIENTIFIC GRAPHICS & VISUALS,MTR,01:00 pm-03:50 pm,18,11,7,0,0,0,18,14,4,"Rebekah Gamin Arcovitch (P), Runye H. Zha",07/08-08/16,SAGE 2411,
2019,Summer,NR,14668,ARTS,4080,1,T,4,"ART, COMMUNITY AND TECHNOLOGY",MTRF,01:30 pm-03:35 pm,19,11,8,0,0,0,19,11,8,Branda Miller (P),07/08-08/16,WEST 211,
2019,Summer,C,14545,ARTS,4410,1,T,4,DEEP LISTENING,MTRF,10:30 am-12:35 pm,25,25,0,5,0,5,0,0,0,Stephanie D Loveless (P),07/08-08/16,WEST 326,Communication Intensive
2019,Summer,NR,14669,ARTS,6250,1,T,4,"ART, COMMUNITY AND TECHNOLOGY",MTRF,01:30 pm-03:35 pm,19,0,19,0,0,0,19,11,8,Branda Miller (P),07/08-08/16,WEST 211,
