Year,Semester,Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
2018,Summer,NR,13646,ARTS,1050,1,T,4,ART HISTORY: PALEOLITHIC TO CONTEMPORARY,TF,04:00 pm-06:05 pm,20,5,15,0,0,0,0,0,0,Jefferson Wille Kielwagen (P),05/21-08/17,WEST 113,Communication Intensive
2018,Summer,NR,13596,ARTS,2960,1,T,4,SOUND RECORDING & PRODUCTION,MR,10:30 am-12:35 pm,18,3,15,0,0,0,0,0,0,Justin Wen-Lo Yang (P),05/21-08/17,LOW 4040,
2018,Summer,NR,13599,ARTS,2961,2,T,4,BOARD GAME SCULPTURE,MR,04:00 pm-06:05 pm,19,8,11,0,0,0,0,0,0,Jefferson Wille Kielwagen (P),05/21-08/17,SAGE 1211,
2018,Summer,NR,13649,ARTS,4410,1,T,4,DEEP LISTENING,MTRF,10:30 am-12:35 pm,19,9,10,0,0,0,0,0,0,Stephanie D Loveless (P),07/09-08/17,CARNEG 113,Communication Intensive
