Year,Semester,Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
2018,Fall,NR,61319,ARTS,1020,1,T,4,MEDIA STUDIO:IMAGING,T,10:00 am-11:50 am,22,18,4,0,0,0,0,0,0,"Nathan Scott Meltz (P), Silvia Ruzanka",08/30-12/21,WEST AUD,Introductory Level Course
2018,Fall,,,,,,,,,F,10:00 am-11:50 am,,,,,,,,,,"Nathan Scott Meltz (P), Silvia Ruzanka",08/30-12/21,WEST 211,Introductory Level Course
2018,Fall,C,61320,ARTS,1020,2,T,4,MEDIA STUDIO:IMAGING,T,10:00 am-11:50 am,10,11,-1,0,0,0,0,0,0,"Silvia Ruzanka (P), Nathan Scott Meltz",08/30-12/21,WEST AUD,Introductory Level Course
2018,Fall,,,,,,,,,F,10:00 am-11:50 am,,,,,,,,,,"Silvia Ruzanka (P), Nathan Scott Meltz",08/30-12/21,WEST 214,Introductory Level Course
2018,Fall,C,64216,ARTS,1020,3,T,4,MEDIA STUDIO:IMAGING,T,10:00 am-11:50 am,9,10,-1,0,0,0,0,0,0,"Silvia Ruzanka (P), Nathan Scott Meltz",08/30-12/21,WEST AUD,Introductory Level Course
2018,Fall,,,,,,,,,F,10:00 am-11:50 am,,,,,,,,,,"Silvia Ruzanka (P), Nathan Scott Meltz",08/30-12/21,WEST 214,Introductory Level Course
2018,Fall,NR,65005,ARTS,1030,3,T,4,DIGITAL FILMMAKING,MR,04:00 pm-05:50 pm,19,18,1,0,0,0,0,0,0,Elizabeth Press (P),08/30-12/21,WEST 211,
2018,Fall,NR,65006,ARTS,1030,4,T,4,DIGITAL FILMMAKING,MR,06:00 pm-07:50 pm,19,18,1,0,0,0,0,0,0,Elizabeth Press (P),08/30-12/21,WEST 211,
2018,Fall,NR,64505,ARTS,1050,1,T,4,ART HISTORY: PALEOLITHIC TO CONTEMPORARY,TF,02:00 pm-03:50 pm,60,57,3,0,0,0,0,0,0,Jefferson Wille Kielwagen (P),08/30-12/21,SAGE 4101,Communication Intensive
2018,Fall,C,61318,ARTS,1200,1,T,4,BASIC DRAWING,TF,12:00 pm-01:50 pm,19,19,0,4,0,4,0,0,0,Kenneth A. Ragsdale (P),08/30-12/21,WEST 411,Introductory Level Course
2018,Fall,NR,61540,ARTS,1200,2,T,4,BASIC DRAWING,MR,02:00 pm-03:50 pm,19,18,1,0,0,0,0,0,0,Kenneth A. Ragsdale (P),08/30-12/21,WEST 411,Introductory Level Course
