Year,Semester,Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
2022,SPRING,NR,64618,ARTS,2750,15,T,1,PRIVATE MUSIC LESSONS: HARP,,TBA,10,0,10,0,0,0,0,0,0,"Karlinda D. Caldicott (P), Christopher James Fisher-Lochhead",01/10-05/06,TBA,
2022,SPRING,NR,64619,ARTS,2750,16,T,1,PRIVATE MUSIC LESSONS: PERCUSS,,TBA,10,0,10,0,0,0,0,0,0,"Graeme S. Francis (P), Christopher James Fisher-Lochhead",01/10-05/06,TBA,
2022,SPRING,NR,64620,ARTS,2750,17,T,1,PRIVATE MUSIC LESSONS: VOICE,,TBA,10,6,4,0,0,0,0,0,0,"Elissa Marie Harrigan (P), Christopher James Fisher-Lochhead",01/10-05/06,TBA,
2022,SPRING,NR,64621,ARTS,2750,19,T,1,PRIVATE MUSIC LESSONS: TRUMPET,,TBA,10,3,7,0,0,0,0,0,0,"Omar Williams (P), Christopher James Fisher-Lochhead",01/10-05/06,TBA,
2022,SPRING,NR,64750,ARTS,2750,20,T,1,PRIVATE MUSIC LESSON: TROMBONE,,TBA,10,1,9,0,0,0,0,0,0,"Charles W. Olencki (P), Christopher James Fisher-Lochhead",01/10-05/06,TBA,
2022,SPRING,NR,64751,ARTS,2750,21,T,1,PRIVATE MUSIC LESSONS: TUBA,,TBA,10,1,9,0,0,0,0,0,0,"Charles W. Olencki (P), Christopher James Fisher-Lochhead",01/10-05/06,TBA,
2022,SPRING,NR,64752,ARTS,2750,22,T,1,PRV MUSIC LESSONS: JAZZ IMPROV,,TBA,10,0,10,0,0,0,0,0,0,"Matthew P. Steckler (P), Christopher James Fisher-Lochhead",01/10-05/06,TBA,
2022,SPRING,NR,64753,ARTS,2750,23,T,1,PRV MUSIC LESSONS: JAZZ SAX,,TBA,10,0,10,0,0,0,0,0,0,"Matthew P. Steckler (P), Christopher James Fisher-Lochhead",01/10-05/06,TBA,
2022,SPRING,C,60481,ARTS,2940,0,T,1,INDEPENDENT STUDY IN ARTS,TBA,,0,0,0,0,0,0,0,0,0,TBA,01/10-05/06,TBA,
2022,SPRING,NR,64392,ARTS,2960,2,T,4,VIDEO ART,MR,02:00 pm-03:50 pm,16,13,3,0,0,0,0,0,0,Jefferson Wille Kielwagen (P),01/10-05/06,SAGE 1211,
2022,SPRING,NR,64956,ARTS,4050,1,T,4,ADV VIDEO MEDIA STUDIO,W,04:00 pm-07:50 pm,16,11,5,0,0,0,0,0,0,Elizabeth Press (P),01/10-05/06,DARRIN 174,
2022,SPRING,C,64370,ARTS,4060,1,T,4,3D VISUAL EFFECTS,TF,12:00 pm-01:50 pm,19,24,-5,0,0,0,0,0,0,Silvia Ruzanka (P),01/10-05/06,SAGE 2411,
2022,SPRING,C,63446,ARTS,4160,1,T,4,MUSIC AND TECHNOLOGY II,MR,10:00 am-11:50 am,15,19,-4,0,0,0,19,19,0,Robert Kyle Hamilton (P),01/10-05/06,SAGE 2510,
2022,SPRING,NR,62589,ARTS,4200,1,T,4,ADVANCED DRAWING,TF,10:00 am-11:50 am,19,18,1,0,0,0,0,0,0,Kenneth A. Ragsdale (P),01/10-05/06,WEST 411,
2022,SPRING,NR,64015,ARTS,4380,1,T,4,MUSIC AND SOUND II,TF,10:00 am-11:50 am,19,12,7,0,0,0,0,0,0,Christopher James Fisher-Lochhead (P),01/10-05/06,WEST 323,
2022,SPRING,C,63672,ARTS,4460,1,T,4,ANIMATION PRODUCTION,TF,10:00 am-11:50 am,19,19,0,0,0,0,0,0,0,Silvia Ruzanka (P),01/10-05/06,SAGE 2411,
2022,SPRING,C,64605,ARTS,4700,1,T,4,SOUND RECORDING & PROD II,MR,12:00 pm-01:50 pm,12,15,-3,0,0,0,0,0,0,Ross A. Rice (P),01/10-05/06,DARRIN 174,
2022,SPRING,C,62590,ARTS,4850,1,T,4,CREATIVE SEMINAR II,MR,02:00 pm-03:50 pm,19,20,-1,0,0,0,0,0,0,Stephanie D Loveless (P),01/10-05/06,WEST 214,
2022,SPRING,NR,64754,ARTS,4880,1,T,4,SPATIAL MUSIC & SOUND,MR,04:00 pm-05:50 pm,19,14,5,0,0,0,19,14,5,Matthew William Goodheart (P),01/10-05/06,SAGE 2510,
2022,SPRING,C,60482,ARTS,4940,0,T,1.000-6.000,STUDIES IN THE ARTS,TBA,,0,0,0,0,0,0,0,0,0,TBA,01/10-05/06,TBA,
2022,SPRING,NR,64395,ARTS,4960,1,T,4,QUEER ECOLOGIES,MR,12:00 pm-01:50 pm,19,18,1,0,0,0,0,0,0,Kathryn High (P),01/10-05/06,WEST 214,
2022,SPRING,NR,65012,ARTS,4961,1,T,4,ADVANCED PAINTING,TF,06:00 pm-07:50 pm,19,14,5,0,0,0,19,14,5,Monica A. Hughes (P),01/10-05/06,WEST 411,
2022,SPRING,NR,65042,ARTS,4962,1,T,4,CURATORIAL THEORY & PRACTICE,W,03:00 pm-06:50 pm,19,3,16,0,0,0,19,10,9,Kathryn High (P),01/10-05/06,SAGE 2112,
2022,SPRING,NR,63751,ARTS,6110,1,T,3,ELECTRONIC ARTS OVERVIEW,M,06:00 pm-08:50 pm,12,4,8,0,0,0,0,0,0,Maryanne Staniszewski (P),01/10-05/06,WEST 113,
2022,SPRING,NR,62626,ARTS,6400,1,T,4,EXPERIMENTAL GAME DESIGN,W,02:00 pm-05:50 pm,26,1,25,0,0,0,26,19,7,Kathleen Ruiz (P),01/10-05/06,SAGE 2411,
2022,SPRING,NR,62343,ARTS,6900,1,T,3,ARTS GRADUATE COLLOQUIUM,T,02:00 pm-04:50 pm,15,3,12,0,0,0,0,0,0,Kathleen A. Galloway (P),01/10-05/06,WEST 113,
2022,SPRING,C,60483,ARTS,6940,0,T,1.000-6.000,STUDIES IN ELECTRONIC ARTS,TBA,,0,0,0,0,0,0,0,0,0,TBA,01/10-05/06,TBA,
2022,SPRING,NR,64638,ARTS,6960,1,T,4,QUEER ECOLOGIES,MR,12:00 pm-01:50 pm,19,2,17,0,0,0,0,0,0,Kathryn High (P),01/10-05/06,WEST 214,
2022,SPRING,NR,65041,ARTS,6961,1,T,4,ADVANCED PAINTING,TF,06:00 pm-07:50 pm,19,0,19,0,0,0,19,14,5,Monica A. Hughes (P),01/10-05/06,WEST 411,
2022,SPRING,NR,65043,ARTS,6962,1,T,3,CURATORIAL THEORY & PRACTICE,W,03:00 pm-06:50 pm,19,7,12,0,0,0,19,10,9,Kathryn High (P),01/10-05/06,SAGE 2112,
2022,SPRING,NR,65066,ARTS,6963,1,T,4,SPATIAL MUSIC & SOUND,MR,04:00 pm-05:50 pm,19,0,19,0,0,0,19,14,5,Matthew William Goodheart (P),01/10-05/06,SAGE 2510,
2022,SPRING,C,64091,ARTS,6965,1,T,4,MUSIC AND TECHNOLOGY II,MR,10:00 am-11:50 am,15,0,15,0,0,0,19,19,0,Robert Kyle Hamilton (P),01/10-05/06,SAGE 2510,
2022,SPRING,NR,61721,ARTS,9990,1,T,1.000-16.000,DISSERTATION,,TBA,10,1,9,0,0,0,0,0,0,Maryanne Staniszewski (P),01/10-05/06,TBA,
2022,SPRING,NR,61795,ARTS,9990,2,T,1.000-16.000,DISSERTATION,,TBA,10,0,10,0,0,0,0,0,0,Mary Simoni (P),01/10-05/06,TBA,
2022,SPRING,NR,64755,ARTS,9990,3,T,1.000-16.000,DISSERTATION,,TBA,10,2,8,0,0,0,0,0,0,Matthew William Goodheart (P),01/10-05/06,TBA,
2022,SPRING,NR,62675,ARTS,9990,4,T,1.000-16.000,DISSERTATION,,TBA,10,0,10,0,0,0,0,0,0,Michael L. Century (P),01/10-05/06,TBA,
2022,SPRING,NR,62687,ARTS,9990,5,T,3,DISSERTATION,,TBA,1,0,1,0,0,0,0,0,0,Benjamin Chia-Ming Chang (P),01/10-05/06,TBA,
2022,SPRING,NR,63844,ARTS,9990,6,T,1.000-16.000,DISSERTATION,,TBA,10,2,8,0,0,0,0,0,0,Robert Kyle Hamilton (P),01/10-05/06,TBA,
2022,SPRING,NR,64756,ARTS,9990,7,T,1.000-16.000,DISSERTATION,,TBA,10,1,9,0,0,0,0,0,0,Robert F. Nideffer (P),01/10-05/06,TBA,
2022,SPRING,NR,62754,ARTS,9990,8,T,1.000-16.000,DISSERTATION,,TBA,7,4,3,0,0,0,0,0,0,Kathryn High (P),01/10-05/06,TBA,
2022,SPRING,NR,64642,ARTS,9990,14,T,1.000-16.000,DISSERTATION,,TBA,10,1,9,0,0,0,0,0,0,Benjamin Chia-Ming Chang (P),01/10-05/06,TBA,
2022,SPRING,NR,64643,ARTS,9990,15,T,1.000-16.000,DISSERTATION,,TBA,10,0,10,0,0,0,0,0,0,Branda Miller (P),01/10-05/06,TBA,
2022,SPRING,NR,64644,ARTS,9990,16,T,1.000-16.000,DISSERTATION,,TBA,10,0,10,0,0,0,0,0,0,Igor Vamos (P),01/10-05/06,TBA,
