Year,Semester,Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
2021,Spring,NR,44976,ARTS,1020,1,T,4,DIGITAL IMAGING,TF,02:30 pm-04:20 pm,19,18,1,6,0,6,0,0,0,Nathan Scott Meltz (P),01/18-05/07,ONLINE,Online Course
2021,Spring,NR,43392,ARTS,1030,1,T,4,DIGITAL FILMMAKING,MR,12:20 pm-02:10 pm,19,18,1,0,0,0,0,0,0,Elizabeth Press (P),01/18-05/07,WEST 211,Hybrid:Online/In-Person Course
2021,Spring,NR,43891,ARTS,1030,2,T,4,DIGITAL FILMMAKING,MR,02:30 pm-04:20 pm,19,17,2,0,0,0,0,0,0,Elizabeth Press (P),01/18-05/07,WEST 211,Hybrid:Online/In-Person Course
2021,Spring,NR,43417,ARTS,1050,1,T,4,ART HISTORY,TF,02:30 pm-04:20 pm,60,54,6,6,0,6,0,0,0,Jefferson Wille Kielwagen (P),01/18-05/07,ONLINE,Communication Intensive and Online Course
2021,Spring,C,42604,ARTS,1200,1,T,4,BASIC DRAWING,MR,02:30 pm-04:20 pm,19,19,0,6,0,6,0,0,0,Kenneth A. Ragsdale (P),01/18-05/07,WEST 411,Hybrid:Online/In-Person Course
2021,Spring,NR,42485,ARTS,1200,2,T,4,BASIC DRAWING,TF,12:20 pm-02:10 pm,19,18,1,6,0,6,0,0,0,Kenneth A. Ragsdale (P),01/18-05/07,WEST 411,Hybrid:Online/In-Person Course
2021,Spring,C,44044,ARTS,1380,1,T,4,FUNDAMENTALS OF MUSIC & SOUND,TF,02:30 pm-04:20 pm,19,22,-3,8,0,8,0,0,0,Christopher James Fisher-Lochhead (P),01/18-05/07,WEST 323,Hybrid:Online/In-Person Course
2021,Spring,NR,44397,ARTS,2040,1,T,4,INTERMEDIATE DIGITAL IMAGING,TF,10:10 am-12:00 pm,19,13,6,5,0,5,0,0,0,Nathan Scott Meltz (P),01/18-05/07,ONLINE,Online Course
2021,Spring,NR,44078,ARTS,2060,1,T,4,2D EXPERIMENTAL ANIMATION,TF,08:00 am-09:50 am,19,17,2,0,0,0,0,0,0,Nathan Scott Meltz (P),01/18-05/07,ONLINE,Online Course
2021,Spring,NR,44425,ARTS,2180,1,T,4,DEEP LISTENING,MR,08:00 am-09:50 am,19,18,1,6,0,6,0,0,0,Stephanie D Loveless (P),01/18-05/07,WEST 326,Communication Intensive and Hybrid:Online/In-Person Course
2021,Spring,NR,44977,ARTS,2180,2,T,4,DEEP LISTENING,MR,10:10 am-12:00 pm,19,18,1,6,0,6,0,0,0,Stephanie D Loveless (P),01/18-05/07,WEST 326,Communication Intensive and Hybrid:Online/In-Person Course
2021,Spring,C,43690,ARTS,2210,1,T,4,SCULPTURE I,MR,12:20 pm-02:10 pm,16,16,0,0,0,0,0,0,0,Jefferson Wille Kielwagen (P),01/18-05/07,SAGE 1211,Hybrid:Online/In-Person Course
2021,Spring,NR,45051,ARTS,2210,2,T,4,SCULPTURE I,MR,02:30 pm-04:20 pm,16,14,2,0,0,0,0,0,0,Jefferson Wille Kielwagen (P),01/18-05/07,SAGE 1211,Hybrid:Online/In-Person Course
2021,Spring,NR,43416,ARTS,2230,1,T,4,3D DIGITAL MODELING,TF,02:30 pm-04:20 pm,19,18,1,4,0,4,0,0,0,Benjamin H. Barnard (P),01/18-05/07,ONLINE,Online Course
2021,Spring,C,44079,ARTS,2380,1,T,4,MUSIC AND SOUND I,TF,12:20 pm-02:10 pm,19,23,-4,0,0,0,0,0,0,Christopher James Fisher-Lochhead (P),01/18-05/07,ONLINE,Online Course
2021,Spring,NR,44978,ARTS,2500,1,T,4,HISTORY OF WESTERN MUSIC,MR,10:10 am-12:00 pm,40,37,3,5,0,5,0,0,0,Michael L. Century (P),01/18-05/07,TBA,Online Course
2021,Spring,NR,42165,ARTS,2540,1,T,4,THE MULTIMEDIA CENTURY,MR,04:45 pm-06:35 pm,40,38,2,0,0,0,0,0,0,Maryanne Staniszewski (P),01/18-05/07,TBA,Communication Intensive and Online Course
